id,texto,aspect,polarity,start_position,end_position,aspecto_llm,polaridade_llm
1913,"Esse hotel vale pela sua localização. Oferece quarto padrão e internet grátis somente na recepção. Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado. Ao questionar na recepção, fomos informados que o hotel por ser muito grande, tem um período maio de arrumação. Outra dica importante é de que não deve-se mexer no frigobar a não ser que vá consumir (há cobrança com a manipulação)",quarto,1,46,52,localização,1
1914,"No meio da Strip, ao lado do Paris e em frente do Bellagio. Quarto amplo e confortável. Claro, com ampla janela. Banheiro limpo, bem iluminado e com trocas de toalhas diárias. Sem cheiro de cigarro. Internet paga(14 dólares). Ampla área de piscina. Lojas e fast foods no mesmo andar da piscina. Preço bom. Recomendo.",internet,0,199,207,strip,-1
1915,"A camareira furtou 100 euros. Como não tinha como provar, não chamei a polícia. O dinheiro estava no cofre, que esqueci aberto quando sai. A limpeza por parte da camareira também deixou a desejar, pois deixei um frasco vazio de xampú no chão do banheiro, que não foi recolhido pela camareira, permanecendo no chão durante os 5 dias que fiquei no hotel.",hotel,0,346,351,camareira,-1
1916,"É extremamente bem localizado, com o melhor preço ao redor da times square. Foi reformado, funcionários atenciosos, quartos bons. Tinha muitos brasileiros hospedados lá e tem café da manhã, incluso. Donuts, sucos, café e iogurte. Faltam mesas para todos setar pela manhã, mas se consegue comer. Foi minha quarta estadia em NYC e, com certeza, o melhor custo benefício. Vale a pena.",funcionários,1,91,103,bem localizado,1
1917,"Fantástico! Ficamos na HRH Tower e as suítes espaçosas, modernas e bem decoradas foram perfeitas para minha família. A área da piscina é linda e muito bem decorada. Além disso as áreas comuns tem música boa a qualquer hora do dia ou da noite.  Room Tip: Fique na HRH Tower, as suítes são novas e excelentes para famílias.",piscina,1,127,134,fantástico,1
1918,"Estive a Paris no mês de outubro, e uma cidade magnifica, com um nivel cultural excelente. Fiquei ospedada a um pequeno hotel muito bem localizado ao lado do museu do louvre, museu de orsay, notre dame....com um preço acessivel e uma boa recepçao .o café da manha e servido em uma agradavel sala e assim também e possivel conhecer gente de varias nacionalidades!!!",hotel,1,120,125,Paris,1
1919,"Alem da avaliação acima positiva, vale ressaltar a qualidade e variedade do café da manha que inclui uma linha de produtos biodinamicos, tendo sido muito superior ao esperado p um hotel de cadeia. O cadeeaux com lanchinho e agua nos foi util, mas ofereceria uma garrafa por dia por quarto e nao um kit padrao de 2 garrafas.",quarto,0,282,288,qualidade e variedade do café da manha,1
1920,"O Hotel é muito bom, tudo organizado e limpo, as pessoas são prestativas e voluntariosas, que permite que mesmo sem um Inglês fluente você possa se sentir super a vontade.   A localização é ótima, vc consegue para todos os lugares a pé, enfim, show de bola e eu recomendo.      Fábio Silva  Room Tip: Optei por andares alto, assim não se ouve nada do transito, embora as janelas tenho sistema de bloqu...",localização,1,176,187,Hotel,1
1921,"Resolvemos escolher nesta segunda estadia,pois estava numa ótima promoção em agosto,no bairro que conhecíamos. Está muito perto Bd St Germain e também perto de Sena. O hotel é pequeno,mas charmoso e o atendimento foi excelente,principalmente Patrícia.Normalmente gostamos de hospedar em lugares diferentes,mas neste voltaríamos novamente.",hotel,1,168,173,promoção,1
1922,"Hotel bem localizado, próximo ao central park, com estação de metro há 2 mim de caminhada. Os quartos e banheiro eram de tamanho razoável, com a cama bem confortável. Staffs muito simpáticos, principalmente Patrícia. Única ressalva fica por conta do ar condicionado que era barulhento e chegava a atrapalhar o sono",hotel,1,0,5,bem localizado,1
1923,"Quarto muito pequeno, porém a cama é confortável. A casa de banho é antiga e também bastante pequena. A limpeza razoável. O atendimento é interessante, simpática recepção (há uma funcionária brasileira que fala português). Não experimentámos o pequeno-almoço. A localização é talvez o ponto mais positivo do hotel: perto da estação Dupleix e a uma caminhada de 10 minutos da Torre Eiffel. Uma excelente opção para quem quer visitar Paris e ficar num sítio sem luxos, mas confortável.",cama,1,30,34,quarto,-1
1924,"O pagamento tem que ser na entrada, sem a possibilidade de parcelar, além disso na entrada não há rampa e nenhum funcionário se prontifica a te ajudar com as bagagens. No período que me hospedei ( 5 dias ) o WIFI não pegou em nenhum instante e o computador do hotel disponível para os hospedes estava cheio de vírus o que bloqueou minha conta no facebook. A limpeza, a localização e o café da manhã estavam ótimos, porém esse último começava apenas as 7, o que complica a vida de quem está na cidade a negocios ou para prestar vestibular A empresa de táxi demora demais para chegar no hotel e os funcionários não são capacitados para sugerir passeios turisticos. Não recomendo.",funcionários,-1,596,608,pagamento,-1
1925,"Hotel localizado no centro de Porto Alegre, a 15 min do aeroporto. De lá você consegue ir a pé até o Mercado Público, atração turística de Poa, vale a pena, passeio imperdível. Os quartos são pequenos, porém limpos e muito aconchegantes. O wifi é de qualidade e o café da manhã possui guloseimas características do Sul. Levando em consideração o custo benefício...recomendo!!",hotel,0,0,5,hotel,1
1926,"Fica a uma quadra da entrada da Disney. Dos andares altos, se vê os fogos da Disney, às 9 da noite. Não tem café na diária, mas tem pizza Hut express no 3 andar, que serve, pagando, café, almoço e janta. Self e Vallet tem o mesmo valor, o que faz diferença, pois as vezes não tem vaga. Quartos bons, duas camas queen. Preço é alto, 199,00 a diária.  Room Tip: Apartamentos da dezena 30. (437, por exemplo). São os de melhor visão dos fogos.",quarto,1,286,292,Disney,1
1927,Este hotel é maravilhoso. Existe um restaurante dentro chamado Gilt que é fabuloso. O hotel fica a uma quadra da quinta avenida proximo da 50(point da quinta avenida). Fica atras da catedral de sao patricio. O recepção é sensacional. Fomos muito bem acessorado principalmente pela gerente de marketing que é brasileira chamada Beatriz. Fizemos a maioria dos programas à pe porque tudo é perto do Hotel. Toda vez que eu voltar em NY ficarei neste Hotel.,gerente,1,281,288,hotel,1
1928,"Hotel pequeno, quarto pequeno (mas muito ajeitado)  , mas muuuuito charmoso, quartos limpíssimos, camas super confortáveis, Uma Ducha maravilhosa para tomar banho, piscina aquecida, academia, sauna.  É um hotel ótimo, fiquei 5 dias (vim do Hotel St.James - horroroso), recepcionistas atenciosos,  Voltaria fácil.",hotel,1,0,5,pequeno,-1
1929,"Esse hotel é o máximo. Super bem localizado. Uma rua atrás da quinta, na Madison. Fica em frente a Sacks e a St. Patrick. Os quartos são ótimos, grandes, confortáveis e a cama é uma delícia. O closet é grande e acomoda as suas comprinhas durante a viagem - um diferencial. O atendimento é excelente. O preço é bem salgado.",atendimento,1,275,286,hotel,1
1930,"É um hotel com localização excelente, a menos de 1 quadra do metro e do RER, e há 2 quadras do Sena. O quarto é pequeno, mas novo, tem internet wireless grátis, bule elétrico e sachês de café e chás. Oferece um café da manhã muito bom, e também um lanche no fim do dia, o que garante uma grande economia em Paris! Recomendo!",café da manhã,1,211,224,localização,1
1931,"O hotel e bom, limpeza diaria, localizacao proximo do metro de Pigalle, proximo de diversos pontos turisticos como Moulin Rouge e Sacre Couer, restaurantes, padarias e supermercados com bom preco. Valido para quem vai se hospedar por bastante dias. A rua principal do Moulin Rouge tem varios sex shops e e facil de encontrar pessoas a noite bebendo na rua. Nao e legal para quem gosta de voltar para o hotel muito tarde.",limpeza,1,15,22,hotel,1
1932,"Adoramos ficar hospedados no Cecilia. É muito bem localizado, muito próximo a Champs Elysee .  Tem uma bela vista do Arco do Triunfo.  É um hotel limpo e aconchegante.  Os funcionários são educados, alegres, prestativos.  O café da manha é ótimo, tem pães deliciosos.  Voltaremos sempre ao Cecilia e indicaremos aos amigos.",funcionários,1,172,184, Cecilia,1
1933,"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).    Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).    O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria. Compramos um sabonete em barra no supermercado e ficamos usando.    Achei o quarto muito ruim!",lavanderia,1,147,157,bom,-1
1934,"O hotel é muito confortável, os funcionários são extremamente solícitos e simpáticos. A localização é perfeita, próxima a Times Square, quase em frente da Public Library e do Bryant Park. A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY. Com certeza me hospedaria lá novamente!",café da manhã,-1,271,284,confortável,1
1935,"O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.",instalações,-1,66,77,localização,1
1936,"Estive agora em setembro pela segunda vez neste aconchegante hotel na fronteira entre Quartier Latin e Saint German de Pres. Mesmo com o intervalo de 18 anos entre uma visita e outra, o Hotel manteve o mesmo nível de atendimento e conforto. Banheiro bom, reformado. Pessoal da recepção falando também inglês, localização maravilhosa, no ponto mais charmoso e boêmio de Paris. Recomendo fortemente.",hotel,1,61,66,aconchegante,1
1937,"Resumindo,atendimento nao é bom,banheiros bem antigos o chuveiro demora muito pra esquentar.televisao 14 em todos os quartos as fotos realmente enganam.queriam cobrar uma diaria a mais sendo q eu ja tinha deixado tudo pago antes de entrar no hotel,precisa se de um reforma urgente no hotel",quarto,0,117,123,atendimento,-1
1938,"Adorei este Hotel um atendimento excelente principlamente porque falam quase todo português, as recepcionistas ajudaram-nos para nos guiar na confusão que são as linhas de metro, e indicaram-nos todos os lugares que vale a pena ver. De certeza que na minha proxima viagem a paris escolherei de novo este tao calmo e simpatico hotel proximo de tudo e tao simpaticos.  Fui para trabalhar mas acabo por voltar com vontade de passar férias nesta cidade.",atendimento,1,21,32,Hotel,1
1939,"Ótimo Hotel com quartos impecáveis. Atendimento excelente, preço justo, sem contar com a ótima localização em Nova York. Tem vários cafés nas redondezas, o metrô não é longe e fica colado na Times Square, porém longe da bagunça e barulho. A cama é ótima...até estranhei a cama de casa quando voltei....kkkkkk. Recomendo a todos.....",preço,1,59,64,Hotel,1
1940,"Hotel com quarto grande e banheiro maior, muito limpo e organizado. Localização maravilhosa bem no meio da Strip proximo a tudo. Tem um restaurante com crepes deliciosos No check in/out achei um pouco demorado pelo tamanho da fila. Voltaria com certeza  Room Tip: solicite frente para strip/bellagio",localização,1,68,79,quarto grande,1
1941,"O único inconveniente é em relação ao check in só a partir das 16h,voce chega acabado da viagem e tem que esperar ate o horario. Mas bem localizado,próximo aos principais pontos turisticos. A cama e o quarto com um bom espaço.Limpeza e organização otimos. E fui muito bem atendida na recepção.]  recomendo!",limpeza,1,226,233,check in,-1
1942,"Localização incrível. Estação do metrô na frente do hotel (mesmo), Monoprix, Mc Donalds, farmácia, cafés e restaurante muito perto. Andando 2 minutos você está na Rua do Comércio com muitas lojas como H&M, Zara, MAC e G.A.P. O quarto que fiquei estava super novinho.Chuveiro delicioso, tudo muito limpo e conservado. Os funcionários do Hotel muito prestativos e educados (vale lembrar aos brasileiros que os franceses não são tão simpáticos como nós). Passei quatro dias muito bem hospedada.",quarto,1,227,233,Localização,1
1943,"Hotel muito confortável, antigo mas muito bem conservado. Ótimos quartos, roupa de cama impecável e café da manhã excelente. Ótima localização (com vista para a Torre Eiffel) e bem pertinho dela. Um dos melhores em que já me hospedei, principalmente se considerarmos as tarifas, bastante razoáveis quando comparadas a outras nem sempre tão adequadas.",hotel,1,0,5,confortável,1
1944,Este hotel é maravilhoso. Existe um restaurante dentro chamado Gilt que é fabuloso. O hotel fica a uma quadra da quinta avenida proximo da 50(point da quinta avenida). Fica atras da catedral de sao patricio. O recepção é sensacional. Fomos muito bem acessorado principalmente pela gerente de marketing que é brasileira chamada Beatriz. Fizemos a maioria dos programas à pe porque tudo é perto do Hotel. Toda vez que eu voltar em NY ficarei neste Hotel.,recepção,1,210,218,hotel,1
1945,"Ficamos no quarto com beliche, com banheiro compartilhado e gostamos bastante. O preço é competitivo pela ótima localização. Os ambientes são modernos e novos.  Existe um sistema que mostra qual banheiro está disponível, existem 4 banheiros por andar, nunca precisamos ficar esperando para utilizar. Os banheiros são ótimos, bem melhores que muitos hotéis que ficamos com suíte, o chuveiro é magnifico.  O atendimento poderia ser melhor.",chuveiro,1,381,389,quarto com beliche,1
1946,"Parte boa: Hotel bem localizado no centro, próximo à prefeitura, mercado municipal, shopping, usina do gasometro, etc.Parte ruim: Instalações e serviço deixaram a desejar. A recepção parece que foi reformada, pois está novinha e muito bem cuidada, com relação ao resto do hotel. Quarto com cheiro de mofo, moveis antigos, instalações mal conservadas no banheiro. Café da manhã muito muito, muito caro.",recepção,1,174,182,bem localizado,1
1947,"O hotel é bom, o quarto que fiquei era bem espaçoso, assim como o banheiro. A localização é boa e o preço é bem adequado. O café da manhã é bem variado oferecendo opções saudáveis. Só achei que o aquecimento deixa a desejar, deu vontade de nem tomar banho.",café da manhã,1,124,137,hotel,1
1948,"O hotel apesar de ser simples,é muito bom,principalmente por sua licalização,fica próximo de vários pontos turisticos,pois se encontro na região historica da cidade,o que torna uma região com um ambiente bastanre agrádavel. Os funcionários tambem nos recebem muito bem,ótima recepção!",cidade,0,158,164,hotel,1
1949,"O hotel é simples, mas a localização é perfeita, em pleno Quartier Latin, pertinho da Sorbonne e do Panteão. O atendimento dos funcionários também nos agradou muito. Sobre os quartos do hotel não poderei opinar, já que, chegando lá, nos foi oferecida a opção de ficar em um apto em frente ao hotel, o que ótimos. Economizamos muito com alimentação, pois perto do hotel tem um supermercado ótimo: o Monoprix.",atendimento,1,111,122,hotel,-1
1950,"Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...  Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.  A internet no quarto nos atendeu muito bem.",internet,1,265,273,localização,1
1951,"O atendimento é razoável, achei a estrutura um pouco ruim (as fotos do site enganam) e o ar condicionado quente não funcionava. Quanta ao serviço de lavanderia, achei meio desorganizado, pegaram minha toalha por engano para lavar, alegaram não ter como encontrá-la e me ofereceram uma do hotel... Pontos positivos: bem localizado, ótimo café da manhã, água quente no chuveiro (na pia, não), wi-fi no quarto e dava pra usar o telefone pra pedir delivery, sem pagar uma taxa muito cara.",telefone,1,425,433,atendimento,-1
1952,"O Hotel está no melhor complexo de Las Vegas, é clean, chique, ótimo atendimento. Por não ter casino é muito tranquilo e conveniente, pois não tem turistas passeando pelo seu lobby o tempo todo.  Quer casino? tem acesso direto para o Bellagio, ou para o Aria.  Adorei a minha experiência no Vdara. Voltaria muitas vezes.",atendimento,1,69,80,Hotel,1
1953,"Fiquei no inicio com receio pela localização do hotel, pois havia lido comentários dizendo que a localização era um pouco ruim, mal frequentada, mas nada disso, o hotel fica a 5min do Metro da Bastille onde passa as principais linhas de Paris. Valeu muito ficar ai, ótimo custo x beneficio, pois paguei muito barato as diárias, voltaria sem dúvida.",localização,1,33,44,localização,-1
1954,"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",atendimento,1,228,239,quartos,-1
1955,"O pessoal do Concierge é muito atencioso, mas, infelizmente, nem todos os atendentes do Front Desk o são.    O hotel é bem estruturado e possui um shopping enorme e bons restaurantes.   A localização é ótima, pois fica no meio da Strip.   O serviço de quarto deixa um pouco a desejar. Eles demoram a arrumar os quartos e não são muito sorridentes.   O quarto é muito bom e bem equipado, mas tudo o que você usa é cobrado (ex.: rede wireless e cafeteira).",localização,1,188,199,Concierge atencioso,1
1956,"Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas). Quarto bem grande, limpo, mas sem luxo. Colchão bem ruim (muito murcho) e travesseiros ruins também. Banheiro razoável, pois o chuveiro é bem mais ou menos. Café da manhã farto e bem gostoso em alguns dias e em outros, nem tanto. Custo-benefício bacana dependendo de onde você irá frequentar, pois precisará de táxi para se deslocar. Mas, atendentes muito solícitos e educados. GOSTEI!",hotel,0,0,5,Menino Deus,1
1957,"Hotel central, mas de estrutura antiquada.Quartos pequenos, limpos, mas com conforto minimo para um hotel de 4 estrelas.Pessoal de recepção amável. Chegados cerca das 10 da noite de longa viagem aérea, nãodispomos porem de serviço de restauração adequado.Café da manhã mediocre.",recepção,1,131,139,Hotel central,1
1958,"A localização do Helmsley Park Lane é excelente, de frente para o Central Park. Fomos recepcionados com cocktail de boas vindas. O que me surpreeendeu foi o pessoal do concierge que sempre conseguia reservar jantares em locais que já haviam esgotado as reservas. Os quartos são espaçosos apesar de não gostar muito da decoração mas tudo muito limpo e organizado e sempre que saíamos quando voltavamos tudo já estava arrumado.",quarto,1,266,272,localização,1
1959,"Ótimo acesso, elevador, garagem, café da manhã regular, mas o salão de refeições é bem grande... quartos com um bom tamanho, recepcionistas muito ágeis. Fica ao lado do tremsurb, o que dá fácil acesso à rodoviária e ao aeroporto.",café da manhã,1,33,46,accesso,1
1960,"O preço indica o que receberá como serviço: um hotel simples, algo desgastado, com corredores escuros e banheiros simples e mal conservados. No entanto, o básico está considerado: os quartos são espaçosos, há aquecimento, água quante, e o café da manhã é farto e variado. O atendimento foi gentil e correto. A localização é excelente.",quarto,1,183,189,preço,-1
1961,"Ficamos apenas uma noite ao chegarmos do Brasil, mas o quarto estava bem limpo e o café da manhã muito bom. Banheiro limpo com todo po conforto. Não serve para casal com crianças e nem tampouco para quem malas grandes, o espaço dentro do quarto é muito restrito.  Room Tip: A localização é importante, para quem chega do aeroporto na porte Maillot. Ficamos num apartamento d...",quarto,1,55,61,limpo,1
1962,"Se você quer ficar próximo à estação de Trem Gare du Nord e não gastar muito essa é uma excelente opção, mas fica um pouco longe das principais atrações, de qualquer forma são super acessíveis de metrô, que é bem próximo do hotel.  O Hotel é simples, sem luxo, mas pelo menos o quarto que eu estava era reformado.Wi-fi gratuito.  Li as recomendações no Trip Advisor antes de escolher e não me arrependi.   Pode reservar sem medo",hotel,0,224,229,próximo à estação de Trem Gare du Nord,1
1963,"Mas um ícone renovado, reformado, moderno e ainda assim tradicional e lindo.  Serviço atento, atencioso e eficiente.  Faltou algum detalhe como cesta de frutas e flores no quarto - comum em hotéis dessa categoria. Excelente preço via Hoteis.com. Praticamente 50% da tarifa balcão. Alexandre - São Paulo",serviço,1,78,85,ícone,1
1964,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",luxo,0,20,24,luxo,-1
1965,"Se você quer apenas um local confortável, sem luxo excessivo, limpo, perto da Strip, com uma piscina bacana e ótimo custo, este é o local. Não tem café da manhã incluso, e o breakfast é caro e limitado. Os quartos têm pia e geladeira, então a dica é você comprar seus ingredientes para o café da manhã no supermercado e levar para o hotel.",hotel,0,333,338,confortável,1
1966,"Ao chegar ao Hotel me assustei um pouco com a entrada que é apertada e com pouca estrutura, apenas o espaço da recepção. Depois identifiquei que a parte do café da manhã fica em outro andar. O quarto também é muito apertado comparado aos hotéis do mesmo nível quefiquei na Europa. O serviço deixou a desejar. Tem uma boa localização, à 20 mint andando da Torre Eiffel e ao lado da estação de metrô.",serviço,-1,283,290,entrada,-1
1967,"Esta foi a terceira vez que nos hospedamos neste hotel, novamente fomos extremamente bem recebidos pela equipe do hotel, especialmente a gerente Patricia e o Sr Jorge Sousa, sempre solícitos com nossas necessidades, que nao são poucas quando se viaja com uma criança de 3 anos e outra de 1, os quartos são pequenos, porém limpos e aconchegantes, o Cafe da manha e simples, mas de extrema qualidade e a localização perfeita, para nos, a melhor de paris, voltaremos com certeza.",localização,1,402,413,recebimento,1
1968,"No meio da Strip, ao lado do Paris e em frente do Bellagio. Quarto amplo e confortável. Claro, com ampla janela. Banheiro limpo, bem iluminado e com trocas de toalhas diárias. Sem cheiro de cigarro. Internet paga(14 dólares). Ampla área de piscina. Lojas e fast foods no mesmo andar da piscina. Preço bom. Recomendo.",lojas,0,249,254,quarto,1
1969,"Quartos amplos e super limpos, pessoal muito amigável, Cassino gostoso com dealers simpáticos e engraçados.  Indico para todos que procuram uma tarifa justa e conforto.  Pode-se ir à pé até a Strip tranquilamente.  Room Tip: se ficar no apartamento de cima se poupará do barulho que seus vizinhos farão estando embaixo...",quarto,1,0,6,Quartos amplos,1
1970,"Padrão Ibis - em todo lugar é bom, simples, sem luxo. Quarto pequeno, banheiro bem pequeno, mas cama confortável e chuveiro quente. Ficamos sem televisão, pois nosso controle remoto estava quebrado e, embora tenhamos reclamado, nada foi feito. Excelente localização, bem próximo a estação Cambronne de metro e ao lado de vários restaurantes gostosos. Sem dúvida uma boa opção para quem quer um lugar confortável e seguro para descanso.",chuveiro,1,115,123,padrão ibis,1
1971,"O hotel tem valor acessível levando-se em conta sua localização, a poucos passos do Arco do Triunfo.    Os funcionários foram bem atenciosos e prestativos todos os dias.    Os quartos são bons e limpos. Wi-fi pegava muito bem.    O café da manhã achei fraco, podia ter um pouco mais de variedade. De queijo, por exemplo, só havia um tipo, o que na França é pouco na minha opinião.",funcionários,1,107,119,valor acessível,1
1972,Óptima localização.Local seguro.Serviço atencioso. Perto tem várias opções de restaurantes e cafés. Tem internet grátis. Muito fácil deslocar-se para qualquer ponto de Paris. Vale a pena conhecer os arredores e apreciar a arquitectura parisiense ! Gostamos !!!!  Room Tip: Foi a 2ª vez que ficamos neste Hotel. Sem ser um luxo é excelente. Boa localização. Óptimos cafés e...,hotel,1,304,309,localização,1
1973,"Hospedei-me em maio nesse hotel, pela terceira vez . Se falta grandiosidade, pois trata-se de uma propriedade pequena e intimista, sobram as surpresas agradáveis, como ser reconhecido pelo nome, pelos funcionários mais antigos, apesar de freqüenta-lo apenas uma vez ao ano. Excelente localização, acolhedor e confortável",funcionários,1,201,213,hotel,-1
1974,"Ficamos em um quarto quadruplo que tinha bastante mofo na parede. Não tem tv a cabo, é um hotel bem antigo. O café da manhã é bom, bem variado. A portaria do hotel é muito limpa, bonita e organizada, já o restante do hotel não acompanha este padrão. Se for apenas pra dormir quebra o galho em função do preço baixo. Não indico para hospedagem de famílias, principalmente com crianças pequenas em função da higiene dos quartos. Roupas de cama bem usadas. A porta do box do banheiro não fechava em função da privada que fica no caminho, ou seja, o banho tem que ser tomado com a porta do box entreaberta. A janela do banheiro não fecha totalmente, o que deve ser um grande problema em dias de muito frio.",café da manhã,1,110,123,mofo,-1
1975,"nada se iguala a vegas  ficamos no hotel venetian para nós foi o melhor que ficamos ate hj.  simplismente magnífico super localizado .  perto de todos eventos de vegas vc faz td sem carro se quiser,pois ele fica no centro.  um luxo em todos os sentidos.  vá com toda certeza que é isso que vc ver nas fotos pq além de td e mais bonito ainda.  ja estou comprando para ir passar o ano novo de 2011 lá.  katia piva,",hotel,1,35,40,vegas,1
1976,"O Hotel Juliz é extremamente simples, fica numa casa bem antiga, o que lhe dá um aspecto de pensão, em que os aposentos da casa foram transformados em pequenos quartos para pernoite. Alguns quartos tem banheiro individual, nos demais o banheiro é coletivo. Entretanto o custo é bem mais baixo do que hotéis tradicionais.",hotel,-1,2,7,simples,-1
1977,"Senti falta de um serviço de lanche noturno... somente as geladeiras com pequenas opções de sanduiches deixam a desejar. Nos demais aspectos de instalação para descanso entre as atividades de lazer pela cidade são bem satisfatórias e atendem perfeitamente aquilo que o hospede espera (boa cama, bom quarto, bom chuveiro, excelente café da manhã e um bom loby.",serviço,-1,18,25,serviço de lanche noturno,-1
1978,"Localização excelente, atendimento e serviços de um cinco estrelas. Não tenho nada a me queixar do hotel. Fui com minha esposa e filho, o quarto era amplo, cama de casal e cama extra, banheiro com um box e mais uma banheira, closet, sofá e poltrona. Quarto reformado, já que o hotel parece ser tão antigo quanto o Louvre. Café da manhã de primeira. Realmente recomendo e pretendo ficar lá da próxima vez.",hotel,1,99,104,Localização,1
1979,"Hotel excelente.   Ótimo atendimento de todos os funcionários e do Gerente Geral. São muito gentis, atenciosos. Hotel muito confortável e agradável. Excelente localização. Quarto muito confortável, limpo e bem decorado e bem mobiliado.   Chagamos cedo, antes do horário do check-in e fomos imediatamente para o quarto reservado. Fomos recebidos pelo Gerente Geral, muito atencioso e educado, sempre perguntando se estávamos bem.",hotel,1,0,5,hotel,1
1980,"Hotel para pernoite, quartos antigos porém a limpeza é boa. Muito bem localizado no centro de Porto alegre. Café da manhã é humlide, não espere muito Me hospedei só para um pernoite, não permaneci muito tempo por isso tenho pouco a dizer dos serviços e do atendimento. Check in foi eficiente e o preço é justo pela qualidade que oferecem.",limpeza,1,45,52,pernoite,-1
1981,"ESTE HOTEL NAO É 3 ESTRELAS E NEM SE PODE DIZER QUE TEM ELEVADOR, POIS O MESMO NAO PARA NO SEU ANDAR, FUNCIONA ASSIM: 2/3 OU 3/4, O ELEVADOR PARA NO MEIO ENTRE O 2° E O 3° E DEPOIS VOCE TEM QUE SUBRIR OU DESCER ESCADAS E ESTAS SÃO GRANDES..  HOTEL SEM ACESSIBILIDADE, IMPOSSIVEL PARA PESSOAS QUE NAO PODEM SUBIR ESCADAS OU QUE TENHAM MALAS .  NÃO RECOMENDO A NENHUM VIAJANTE..",hotel,-1,5,10,hotel,-1
1982,"Recomendo. Hotel muito limpo, bem localizado (1 quadra do metrô), com várias opções de alimentação nas proximidades. Pessoal atencioso e amigável. Camareiras rápidas e eficientes. Preço justo para NYC. A falta de café da manhã na diária é compensada pela cozinha completa no quarto e um pequeno mercado a 20 metros do hotel.",preço,1,180,185,limpo,1
1983,"Jamais voltaria, embora tenha uma boa e reformada recepção, qdo entramos no apartamento a história muda, instalações precárias, banheiro ruim, velho, a porta do Box caindo expondo o hospede a riscos, ar condicionado super barulhento, quarto mofado, um horror! Se estão reformando eu não sei mas precisa urgente de reforma! Café da manhã com sucos artificiais para piorar a situação!! Não recomendo!!!",quarto,-1,234,240,jamais voltaria,-1
1984,"O hotel possui uma excelente localização, de onde se pode conhecer andando os principais pontos turísticos de Paris.    O pessoal da recepção é bastante gentil. O café da manhã é interessante.    Os quartos são extremamente pequenos e precisam passar por uma reforma. Porém são limpos. O chuveiro do banheiro não possui cortina e consequentemente molha todo o piso.",chuveiro,-1,288,296,localização,1
1985,"Hotel é limpo e muito bem localizado. O quarto com cama de casal realmente é bem pequeno, mal havia espaço para abrir uma mala. No entanto, a distribuição do espaço é inteligente e, numa cidade como Nova Iorque, a última coisa que se pretende é perder tempo no quarto do hotel. Ótimo ter internet liberada, secador e estação para IPod para se ouvir música. Ficaria novamente.",hotel,1,0,5,limpo,1
1986,"Todos os funcionários que trabalham na Recepção, no Serviço de Quarto, no Bar e na Sala do Café da Manhã foram extremamente cordiais e atenciosos comigo e com minha mulher. Sempre dispostos a entender e a atender nossas necessidades. Realmente, o tratamento que nos dispensaram contribuiu para nossa estada em Paris fosse maravilhosa!    Alceu Landi",café da manhã,1,91,104,funcionários,1
1987,"Gostamos muito principalmente pela localizacao...so tem brasileiro no hotel!!! Da janela do quarto voce consegue ver a torre eiffel e caso queira consegue ir andando ate a torre, ou se preferir pegue o metro que fica a 100 metros do hotel.     Existem bons restaurantes perto e um casal gasta em media 55 euros para comer e tomar um bom vinho.",hotel,0,70,75,localização,1
1988,"Proxima a Disney,quarto amplo com duas excelente camas,como fui com a minha filha de 01 ano,me arrumaram berço tb.....,café da manhã razoável e bom custo benefício....achei a mobília nova com tv plasma e excelentes canais de entretenimento...Hotel com piscina aquecida, enfim,por ser em cima da hora,acho que valeu a pena!!",hotel,1,242,247,Disney,1
