,comentario,aspecto_llm,polaridade_llm
20405,"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.",perto da rodoviária,1
20406,"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.",passar pouquíssimo tempo,-1
20407,"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.",outro hotel,-1
20408,"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.",estrutura seria melhor,-1
20409,"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.",mais limpo,-1
20410,"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.",quarto antigo,-1
20411,"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.",banheiro péssimo,-1
20412,"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.",prosseguimento do atendimento na recepção,1
20413,"O hotel é muito luxuoso, o staff super atencioso e a localização não poderia ser melhor. Nosso quarto tinha uma vista maravilhosa para a Catedral de Saint Patrick. Há um único inconveniente: o frigobar possui sensores para cobrar automaticamente o consumo, então não se pode tocar em nada que não se consuma!!",luxo,1
20414,"O hotel é muito luxuoso, o staff super atencioso e a localização não poderia ser melhor. Nosso quarto tinha uma vista maravilhosa para a Catedral de Saint Patrick. Há um único inconveniente: o frigobar possui sensores para cobrar automaticamente o consumo, então não se pode tocar em nada que não se consuma!!",atendimento,1
20415,"O hotel é muito luxuoso, o staff super atencioso e a localização não poderia ser melhor. Nosso quarto tinha uma vista maravilhosa para a Catedral de Saint Patrick. Há um único inconveniente: o frigobar possui sensores para cobrar automaticamente o consumo, então não se pode tocar em nada que não se consuma!!",localização,1
20416,"O hotel é muito luxuoso, o staff super atencioso e a localização não poderia ser melhor. Nosso quarto tinha uma vista maravilhosa para a Catedral de Saint Patrick. Há um único inconveniente: o frigobar possui sensores para cobrar automaticamente o consumo, então não se pode tocar em nada que não se consuma!!",vista,1
20417,"O hotel é muito luxuoso, o staff super atencioso e a localização não poderia ser melhor. Nosso quarto tinha uma vista maravilhosa para a Catedral de Saint Patrick. Há um único inconveniente: o frigobar possui sensores para cobrar automaticamente o consumo, então não se pode tocar em nada que não se consuma!!",frigobar,-1
20418,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",imundo,-1
20419,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",pequeno,-1
20420,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",pedreiros barulhentos,-1
20421,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",lixo sob a cama,-1
20422,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",banheiro imundo,-1
20423,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",vista ridícula,-1
20424,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",preços caros,-1
20425,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",hotel pífio,-1
20426,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",motel mais confortável,1
20427,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",hotel descente,1
20428,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",bonito,1
20429,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",confortável,1
20430,"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",preço honesto,1
20431,"Esse é um hotel onde vc pode usar todos os benefícios. A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.  Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.",benefícios,1
20432,"Esse é um hotel onde vc pode usar todos os benefícios. A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.  Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.",segurança,1
20433,"Esse é um hotel onde vc pode usar todos os benefícios. A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.  Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.",conforto,1
20434,"Esse é um hotel onde vc pode usar todos os benefícios. A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.  Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.",atendimento,1
20435,"Esse é um hotel onde vc pode usar todos os benefícios. A segurança não apenas no hotel, mas nas imediações, por conta do prédio das Nações Unidas, é perfeita; o hotel oferece todo o conforto de um grande estabelecimento; o atendimento é primoroso; e fica numa área onde é fácil conseguir bares e restaurantes.  Room Tip: Como o hotel começa no 28º andar, todos os quartos apresentam sempre uma bela visão de NY.",área,1
20436,"É necessário verificarem as sanitas, pois um dos quartos tinha uma sanita cujo rebordo magoava sendo passível de causar ferimentos. Àparte esta situação, recomendamos este hotel. O atendimento é muito bom, bem como a nível de informações e limpeza. Os quartos são grandes e muito bem equipados. A nível de pequeno almoço também o consideramos muito bom, tendo bastante variedade de escolha.",sanitas,-1
20437,"É necessário verificarem as sanitas, pois um dos quartos tinha uma sanita cujo rebordo magoava sendo passível de causar ferimentos. Àparte esta situação, recomendamos este hotel. O atendimento é muito bom, bem como a nível de informações e limpeza. Os quartos são grandes e muito bem equipados. A nível de pequeno almoço também o consideramos muito bom, tendo bastante variedade de escolha.",atendimento,1
20438,"É necessário verificarem as sanitas, pois um dos quartos tinha uma sanita cujo rebordo magoava sendo passível de causar ferimentos. Àparte esta situação, recomendamos este hotel. O atendimento é muito bom, bem como a nível de informações e limpeza. Os quartos são grandes e muito bem equipados. A nível de pequeno almoço também o consideramos muito bom, tendo bastante variedade de escolha.",informações,1
20439,"É necessário verificarem as sanitas, pois um dos quartos tinha uma sanita cujo rebordo magoava sendo passível de causar ferimentos. Àparte esta situação, recomendamos este hotel. O atendimento é muito bom, bem como a nível de informações e limpeza. Os quartos são grandes e muito bem equipados. A nível de pequeno almoço também o consideramos muito bom, tendo bastante variedade de escolha.",limpeza,1
20440,"É necessário verificarem as sanitas, pois um dos quartos tinha uma sanita cujo rebordo magoava sendo passível de causar ferimentos. Àparte esta situação, recomendamos este hotel. O atendimento é muito bom, bem como a nível de informações e limpeza. Os quartos são grandes e muito bem equipados. A nível de pequeno almoço também o consideramos muito bom, tendo bastante variedade de escolha.",quartos,1
20441,"É necessário verificarem as sanitas, pois um dos quartos tinha uma sanita cujo rebordo magoava sendo passível de causar ferimentos. Àparte esta situação, recomendamos este hotel. O atendimento é muito bom, bem como a nível de informações e limpeza. Os quartos são grandes e muito bem equipados. A nível de pequeno almoço também o consideramos muito bom, tendo bastante variedade de escolha.",pequeno almoço,1
20442,"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.",check in,1
20443,"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.",estadia,1
20444,"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.",localização do hotel,1
20445,"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.",atendente,-1
20446,"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.",aceitar o voucher A-club,-1
20447,"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.",comunicação,-1
20448,"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.",intervenção de outro funcionário,-1
20449,"O check in e a estadia foram boas, assim como a localização do hotel, mas no check out tive problemas com o atendente que se negou a aceitar o voucher A-club da rede Accor e dificultou a comunicação, sendo necessário a intervenção de outro funcionário para solucionar a questão, isto nos causou um desgaste desnecessário.",desgaste desnecessário,-1
20450,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",luxo,-1
20451,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",hostels fuleiros,-1
20452,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",banheiro,-1
20453,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",aspecto de bem velho,-1
20454,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",higiene,-1
20455,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",funcionários atenciosos,1
20456,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",hotel é bem fraco,-1
20457,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",preço não mais barato,-1
20458,"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.",localização ok,-1
20459,"Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.",localização,1
20460,"Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.",tratamento,-1
20461,"Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.",quarto,-1
20462,"Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.",banheiro,-1
20463,"Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.",ar condicionado,-1
20464,"O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.",localização,1
20465,"O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.",staff,1
20466,"O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.",instalações,-1
20467,"O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.",recepção,-1
20468,"O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.",quartos,-1
20469,"O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.",restaurante,-1
20470,"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.",pequeno,-1
